NomeLoja;LojaCampea;EnderecoWeb;Cidade;Estrelas;Segmento;Distancia;Tempo;Frete
Sorvetes Bacana;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sorvetes-bacana-centro/1ea9487f-3781-47fd-8f08-c615d842f102;abreu-e-lima-pe;5.0;Lanches;4.8 km;Fechado;R$ 8,99
Megacrocks;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/megacrocks-centro/fc04cffb-f71f-4807-b9fe-62156697af12;abreu-e-lima-pe;Novidade;Salgados;4.8 km;Fechado;R$ 8,99
Pink Doceria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/pink-doceria-timbo/53d9a6d0-d20b-4c67-9fae-4db01482577a;abreu-e-lima-pe;Novidade;Doces & Bolos;4.8 km;Fechado;R$ 9,99
Delicias da Dryca;Sim;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-dryca-bela-vista/47866dba-6f77-45e1-9e6a-4bc6d4a8c5a7;igarassu-pe;4.6;Lanches;4.8 km;Fechado;R$ 7,99
La Nave Restaurante;Não;https://www.ifood.com.br/delivery/igarassu-pe/la-nave-restaurante-centro/f5936329-b622-4be0-b658-7a2b1888e6f5;igarassu-pe;4.2;Brasileira;4.8 km;Fechado;R$ 10,00
Açaí do Amor;Não;https://www.ifood.com.br/delivery/igarassu-pe/acai-do-amor-sitio-dos-marcos/ccef5922-b018-47dd-8ee9-544ad6299321;igarassu-pe;Novidade;Açaí;4.9 km;Fechado;R$ 10,99
Império do Pastel;Não;https://www.ifood.com.br/delivery/igarassu-pe/imperio-do-pastel-centro/e3b503dd-3378-4d5f-9523-5fbdc6dd1fa5;igarassu-pe;-;Pastel;4.9 km;Fechado;R$ 9,99
Ki Tapioca Gourmet;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/ki-tapioca-gourmet-centro/260ac7d4-7daa-4da9-96fd-bcc6e7cc3bbe;abreu-e-lima-pe;4.6;Brasileira;4.9 km;Fechado;R$ 8,99
Mjss Doceria e Conveniência;Não;https://www.ifood.com.br/delivery/igarassu-pe/mjss-doceria-e-conveniencia-agamenon-magalhaes/396498a9-afe1-4b26-80cd-755e3edf4130;igarassu-pe;Novidade;Doces & Bolos;4.9 km;Fechado;R$ 10,99
Marrom Glacê;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/marrom-glace-timbo/d01a6d5b-057b-49e8-9e80-95fc7afa44d1;abreu-e-lima-pe;Novidade;Lanches;5.0 km;Fechado;R$ 8,99
Jr Bebidas;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/jr-bebidas-timbo/7ca25a3a-aa59-4fd2-83e6-c8c68f66b27d;abreu-e-lima-pe;Novidade;Bebidas;5.0 km;Fechado;R$ 12,49
Açaí Pioca Lanche e Janta;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/acai-pioca-lanche-e-janta-timbo/16bedc7c-3210-438a-85f0-46ec61e61894;abreu-e-lima-pe;-;Lanches;5.0 km;Fechado;R$ 8,99
Elmona;Não;https://www.ifood.com.br/delivery/igarassu-pe/elmona-centro/ac98dd77-c67b-4c86-8428-a275e639d815;igarassu-pe;Novidade;Lanches;5.0 km;Fechado;R$ 7,00
Tata Amazonas;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/tata-amazonas-timbo/61ca6747-3e19-4b06-84f1-0da13f1fde95;abreu-e-lima-pe;-;Açaí;5.0 km;Fechado;R$ 11,99
Blue Burguer;Não;https://www.ifood.com.br/delivery/igarassu-pe/blue-burguer-centro/36d3a37d-7048-4ee7-ad85-0f4fb95dc99e;igarassu-pe;Novidade;Lanches;5.0 km;Fechado;R$ 10,00
The Family Pizza;Não;https://www.ifood.com.br/delivery/igarassu-pe/the-family-pizza-centro/62ed2a7e-74e3-47ea-b41f-ad853613eeca;igarassu-pe;Novidade;Pizza;5.0 km;Fechado;R$ 9,00
Estação Açaí;Não;https://www.ifood.com.br/delivery/igarassu-pe/estacao-acai-bela-vista/b7e083de-a199-4c26-be4f-9c76c4d595f1;igarassu-pe;Novidade;Açaí;5.0 km;Fechado;R$ 11,99
O Açaí do Amor;Não;https://www.ifood.com.br/delivery/igarassu-pe/o-acai-do-amor-sitio-dos-marcos/8ef1535e-c9a6-45b4-a3ba-58d8d14e88f1;igarassu-pe;5.0;Açaí;5.1 km;Fechado;R$ 11,99
Day Tavares Confeitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/day-tavares-confeitaria-planalto/5d575370-61f7-4604-8c2a-3268f86794db;abreu-e-lima-pe;Novidade;Doces & Bolos;5.1 km;Fechado;R$ 22,00
Dona Ione;Não;https://www.ifood.com.br/delivery/igarassu-pe/dona-ione-sitio-dos-marcos/b0e06b8e-aa40-486c-ad1a-c6aa3fd410f0;igarassu-pe;Novidade;Doces & Bolos;5.2 km;Fechado;R$ 11,99
Parmegiana;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/parmegiana-timbo/955f3294-3c94-47c0-b526-3d59398ae0b7;abreu-e-lima-pe;Novidade;Brasileira;5.2 km;Fechado;R$ 11,99
Sabor Nordestino;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sabor-nordestino-timbo/a20081d8-4159-45d7-bbe9-5d1847eea730;abreu-e-lima-pe;4.1;Brasileira;5.3 km;Fechado;Grátis
Doceria Pedacinhos do Céu;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/doceria-pedacinhos-do-ceu-caetes-i/e625e578-be72-4c2b-87f2-9f8147efac91;abreu-e-lima-pe;Novidade;Doces & Bolos;5.3 km;Fechado;R$ 10,99
Acai da Tay;Não;https://www.ifood.com.br/delivery/igarassu-pe/acai-da-tay-bela-vista/4a6ffb78-1e93-460d-91e5-3d7b2fe5feba;igarassu-pe;Novidade;Açaí;5.5 km;Fechado;R$ 12,99
Marize Melo Confeitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/marize-melo-confeitaria-caetes-iii/945e62e9-4002-449d-9543-8409de908d70;abreu-e-lima-pe;Novidade;Doces & Bolos;5.6 km;Fechado;R$ 12,99
Tassiane Doceria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/tassiane-doceria-caetes-iii/48777a30-8658-4a32-a448-49138018255e;abreu-e-lima-pe;Novidade;Doces & Bolos;5.7 km;Fechado;R$ 11,99
Nilda Lanches;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/nilda-lanches-caetes-i/589e4d34-99b2-4fce-8389-a8cd8c710d13;abreu-e-lima-pe;5.0;Lanches;5.7 km;Fechado;R$ 11,99
Restaurante Catarinense;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/restaurante-catarinense-timbo/f156985a-bbac-4cb4-b0d4-cd55c3bf1cfa;abreu-e-lima-pe;4.7;Brasileira;5.8 km;Fechado;R$ 14,99
Sabor Crazy Trufas;Não;https://www.ifood.com.br/delivery/igarassu-pe/sabor-crazy-trufas-sitio-dos-marcos/bebe1dec-c094-4af7-82b7-244cf499374d;igarassu-pe;Novidade;Doces & Bolos;5.8 km;Fechado;R$ 13,99
Quentinha Edkassia;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/quentinha-edkassia-caetes-i/875453b5-0566-430f-a391-29ac0b16ad01;abreu-e-lima-pe;Novidade;Brasileira;6.0 km;Fechado;R$ 14,99
Delicias da Faby;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/delicias-da-faby-caetes-i/d49fc0f6-71c2-4d37-9760-9b101edeb1d0;abreu-e-lima-pe;Novidade;Doces & Bolos;6.0 km;Fechado;R$ 11,99
Zeus Hambugueria Gourmet;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/zeus-hambugueria-gourmet-caetes-i/09125f40-d754-4ea3-9339-2633bd7f32f0;abreu-e-lima-pe;Novidade;Lanches;6.0 km;Fechado;R$ 15,00
Delícias da Beca;Não;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-beca-tabatinga/c2593fc7-618c-4c26-8835-2f219b63d16b;igarassu-pe;-;Lanches;6.1 km;Fechado;R$ 13,99
Garagem Burguer;Não;https://www.ifood.com.br/delivery/igarassu-pe/garagem-burguer-tabatinga/eb0f8f28-6641-452a-9f25-98cc0f800b59;igarassu-pe;4.7;Lanches;6.1 km;Fechado;R$ 14,99
Famintos Food;Não;https://www.ifood.com.br/delivery/igarassu-pe/famintos-food-tabatinga/d68eab95-469c-49c6-8b73-2925d0169626;igarassu-pe;-;Lanches;6.1 km;Fechado;R$ 7,99
Dutra's Sweets;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dutras-sweets-caetes-i/56211799-772a-4e06-9e18-78febf329902;abreu-e-lima-pe;Novidade;Doces & Bolos;6.1 km;Fechado;R$ 12,99
Doce Doceria_mda;Não;https://www.ifood.com.br/delivery/igarassu-pe/doce-doceriamda-tabatinga/493e07a4-8b48-4205-b76b-f19b54989fb3;igarassu-pe;Novidade;Doces & Bolos;6.1 km;Fechado;R$ 13,99
Manhattan Oriental;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/manhattan-oriental-caetes-i/065e1c67-2c42-4649-9bd3-fac37059b0f0;abreu-e-lima-pe;5.0;Japonesa;6.1 km;Fechado;R$ 12,00
Family Confeitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/family-confeitaria-caetes-i/8eae7aa1-36e6-438b-bfc2-76cf0712929a;abreu-e-lima-pe;Novidade;Doces & Bolos;6.2 km;Fechado;R$ 12,99
Tia Cris Espetinhos & Comedoria;Não;https://www.ifood.com.br/delivery/igarassu-pe/tia-cris-espetinhos--comedoria-cortegada/0647e216-3b85-4c9a-bdda-b3ada77449b2;igarassu-pe;-;Brasileira;6.2 km;Fechado;R$ 19,98
Marmitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/marmitaria-caetes-i/31630552-befd-4f6a-b412-bbb77d5ce0c1;abreu-e-lima-pe;5.0;Brasileira;6.3 km;Fechado;R$ 12,99
Dona Bela Confeitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dona-bela-confeitaria-caetes-i/e0a30ab5-5ba2-41bc-9aa3-18c0b8de4a23;abreu-e-lima-pe;Novidade;Doces & Bolos;6.3 km;Fechado;R$ 13,99
Império Caetés;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/imperio-caetes-caetes-i/1e9b9b63-730d-48eb-869a-7367f1d43e5e;abreu-e-lima-pe;Novidade;Conveniência;6.3 km;Fechado;R$ 15,49
Artesanal Fordburger;Sim;https://www.ifood.com.br/delivery/igarassu-pe/artesanal-fordburger-vila-rural/26502625-292a-42f5-940e-f13fd43f708e;igarassu-pe;4.9;Hambúrguer;6.4 km;Fechado;R$ 8,00
Summer Acaiteria;Sim;https://www.ifood.com.br/delivery/abreu-e-lima-pe/summer-acaiteria-caetes-ii/df49d437-4af9-4120-a8d4-ffd3033af298;abreu-e-lima-pe;4.8;Açaí;6.4 km;Fechado;R$ 12,00
Caldeirao Arretado;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/caldeirao-arretado-caetes-i/5fe5aa50-78a0-4bbb-8dfa-ebb13dfab6e4;abreu-e-lima-pe;Novidade;Brasileira;6.4 km;Fechado;R$ 9,00
Summer Açaíteria Gourmet;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/summer-acaiteria-gourmet-caetes-ii/9b117297-dd16-43fe-8283-9f1e9b69eff0;abreu-e-lima-pe;Novidade;Açaí;6.5 km;Fechado;R$ 12,00
Doces de Maria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/doces-de-maria-caetes-ii/30a08aba-14c3-45ad-a3cf-c32b1a2a0823;abreu-e-lima-pe;Novidade;Doces & Bolos;6.5 km;Fechado;R$ 19,98
Restaurante da Charque;Não;https://www.ifood.com.br/delivery/paulista-pe/restaurante-da-charque-artur-lundgren-ii/fc0b394d-a7fc-4613-97a8-c4de51a225cd;paulista-pe;4.7;Nordestina;6.6 km;Fechado;R$ 17,98
Thays Sweets Gourmet;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/thays-sweets-gourmet-caetes-i/5c112f78-1a03-4b66-be08-76a5bcb5dc35;abreu-e-lima-pe;-;Doces & Bolos;6.6 km;Fechado;R$ 15,00
Lanche Mania;Não;https://www.ifood.com.br/delivery/paulista-pe/lanche-mania-artur-lundgren-ii/c3979b49-6af7-4b3a-bf1e-a4557f7fcd11;paulista-pe;-;Lanches;6.7 km;Fechado;R$ 19,98
Erika Cake Design;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/erika-cake-design-caetes-i/a1adb558-36c0-4b8b-b9bc-28431003a9aa;abreu-e-lima-pe;Novidade;Doces & Bolos;6.7 km;Fechado;R$ 19,98
Sales Burguer Açai;Não;https://www.ifood.com.br/delivery/paulista-pe/sales-burguer-acai-arthur-lundgren-ii/830aa8af-a5f9-4b58-96c0-d47151ead634;paulista-pe;-;Lanches;6.7 km;Fechado;R$ 19,98
Seu Cabeça;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/seu-cabeca-caetes-ii/5c7c31db-d5a8-4540-b794-90d2fd6f065a;abreu-e-lima-pe;Novidade;Lanches;6.7 km;Fechado;R$ 19,98
Sr. Batata;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sr-batata-caetes-i/e837a88f-8991-47d8-a361-a055d601171e;abreu-e-lima-pe;Novidade;Lanches;6.7 km;Fechado;R$ 19,98
Rei do Almoço;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/rei-do-almoco-caetes-ii/7b24d6a5-0f69-47a5-80ef-1352df51df30;abreu-e-lima-pe;Novidade;Marmita;6.8 km;Fechado;R$ 19,98
Inbrasa Burguer;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/inbrasa-burguer-caetes-i/8516a5fb-fd45-4f85-8f21-45bd48cb4f76;abreu-e-lima-pe;-;Hambúrguer;6.9 km;Fechado;R$ 19,98
Turma da Pizza;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/turma-da-pizza-caetes-ii/c847fcf9-4227-4c28-89df-517e66d44a8b;abreu-e-lima-pe;Novidade;Pizza;6.9 km;Fechado;R$ 19,98
Carne Padrao;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/carne-padrao-caetes-ii/fe1e8111-a707-4504-906c-33874f9c76c0;abreu-e-lima-pe;Novidade;Brasileira;7.0 km;Fechado;R$ 19,98
Burger Grill;Não;https://www.ifood.com.br/delivery/paulista-pe/burger-grill-artur-lundgren-ii/6e96e03b-ee8c-406c-aee9-a1e1cc8d415c;paulista-pe;Novidade;Lanches;7.0 km;Fechado;R$ 19,98
King batata's gourmet ;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/king-batatas-gourmet-caetes-i/5d6bb7df-9429-4fe3-ace3-f66027121cfb;abreu-e-lima-pe;-;Lanches;7.1 km;Fechado;R$ 19,98
Dagoma Tapiocaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dagoma-tapiocaria-caetes-i/6114fbf4-9c08-4d22-bec8-7bb4758e0921;abreu-e-lima-pe;-;Lanches;7.1 km;Fechado;R$ 9,00
Acai Delicia;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-delicia-arthur-lundgren-ii/dd980a97-c8dc-4521-8b32-50ba9242c6a3;paulista-pe;3.6;Açaí;7.1 km;Fechado;R$ 19,98
Vila Açaiteria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/vila-acaiteria-caetes-i/3fd06fb1-b666-4ff5-b1a0-b5d8e60a7018;abreu-e-lima-pe;-;Açaí;7.2 km;Fechado;R$ 19,98
Barraca das bugigangas ;Não;https://www.ifood.com.br/delivery/paulista-pe/barraca-das-bugigangas-artur-lundgren-ii/4c51e340-c004-4eb2-8247-e12f27a3f85d;paulista-pe;Novidade;Bebidas;7.2 km;Fechado;R$ 12,49
Top Burguer Açai;Não;https://www.ifood.com.br/delivery/paulista-pe/top-burguer-acai-arthur-lundgren-ii/35676cdc-a20b-40e3-90e6-65c6ef6ad37f;paulista-pe;Novidade;Lanches;7.3 km;Fechado;R$ 19,98
Burger081;Não;https://www.ifood.com.br/delivery/paulista-pe/burger081-artur-lundgren-ii/8ac36693-ddba-40e0-818f-3f760756d09a;paulista-pe;Novidade;Lanches;7.3 km;Fechado;R$ 19,98
Aroma & Sabor Café da Manhã e Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/aroma--sabor-cafe-da-manha-e-lanches-artur-lundgren-ii/24206a52-2a2e-4fb7-b2cb-670825d1e2b1;paulista-pe;Novidade;Salgados;7.3 km;Fechado;R$ 19,98
Nado's Bar;Não;https://www.ifood.com.br/delivery/paulista-pe/nados-bar-artur-lundgren-i/bc039180-4efb-493e-9316-95fb95e0af5c;paulista-pe;3.7;Brasileira;7.3 km;Fechado;R$ 19,98
Black Burguer;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/black-burguer-caetes-ii/6df504c7-7d6e-4ef5-95aa-947b9a4f09ff;abreu-e-lima-pe;Novidade;Lanches;7.3 km;Fechado;R$ 19,98
MASSAS VULSINI;Não;https://www.ifood.com.br/delivery/paulista-pe/massas-vulsini-artur-lundgren-i/6eada5d3-623d-4989-928f-94772c40ec5e;paulista-pe;4.3;Italiana;7.4 km;Fechado;R$ 19,98
Cantinho dos Brander;Não;https://www.ifood.com.br/delivery/paulista-pe/cantinho-dos-brander-artur-lundgren-i/beea7ea8-7657-4656-a9ec-fc07f3ecb049;paulista-pe;Novidade;Lanches;7.5 km;Fechado;R$ 19,98
Flixgellatos;Não;https://www.ifood.com.br/delivery/paulista-pe/flixgellatos-artur-lundgren-ii/ad28e587-0e26-4168-99bd-a4b641d313ab;paulista-pe;Novidade;Sorvetes;7.5 km;Fechado;R$ 19,98
Doce Laranja Confeitaria;Não;https://www.ifood.com.br/delivery/paulista-pe/doce-laranja-confeitaria-artur-lundgren-ii/0724204f-960a-4492-854e-08be3e1aea07;paulista-pe;Novidade;Doces & Bolos;7.5 km;Fechado;R$ 22,99
Villa Burguer Paulista;Não;https://www.ifood.com.br/delivery/paulista-pe/villa-burguer-paulista-artur-lundgren-i/ec34c8cb-a684-45b4-a669-4c9beb22b08b;paulista-pe;Novidade;Lanches;7.5 km;Fechado;R$ 22,99
Hambúrgueria Marvel;Sim;https://www.ifood.com.br/delivery/paulista-pe/hamburgueria-marvel-paratibe/276deef8-eaa3-4e00-b03a-2023996b83ee;paulista-pe;4.9;Lanches;7.6 km;Fechado;R$ 6,00
Salt Hamburgueria;Não;https://www.ifood.com.br/delivery/paulista-pe/salt-hamburgueria-artur-lundgren-i/2b188d80-79ee-4cb2-a91f-9cafad6f80e1;paulista-pe;Novidade;Lanches;7.6 km;Fechado;R$ 22,99
Milk Shake Mix Paulista;Não;https://www.ifood.com.br/delivery/paulista-pe/milk-shake-mix-paulista-paratibe/da5555dc-6857-416f-b5c4-49191c68707d;paulista-pe;-;Lanches;7.6 km;Fechado;R$ 22,99
Cristo Rei Mercearia e Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/cristo-rei-mercearia-e-lanches-nossa-senhora-da-conceicao/f3f744c6-06bf-4b9f-864b-2fb2e3d25bbb;paulista-pe;Novidade;Açaí;7.6 km;Fechado;R$ 22,99
Point do Açaí Lanchonete;Não;https://www.ifood.com.br/delivery/paulista-pe/point-do-acai-lanchonete-artur-lundgren-i/71088bf5-c03d-47f3-9cbb-e618f7e6b46b;paulista-pe;-;Açaí;7.6 km;Fechado;R$ 22,99
Jhoowburguer;Não;https://www.ifood.com.br/delivery/paulista-pe/jhoowburguer-paratibe/f3e2faa3-1773-4b82-ab2e-e33279bda355;paulista-pe;4.9;Brasileira;7.8 km;Fechado;R$ 22,99
Delicias Food;Não;https://www.ifood.com.br/delivery/paulista-pe/delicias-food-artur-lundgren-i/25bac7d1-56a5-498e-84c3-1c589941670f;paulista-pe;Novidade;Brasileira;7.8 km;Fechado;R$ 22,99
Lili Pedrosa Confeitaria ;Não;https://www.ifood.com.br/delivery/paulista-pe/lili-pedrosa-confeitaria-nossa-senhora-da-conceicao/3e3018d6-4d5a-4ace-8569-514fda923106;paulista-pe;-;Doces & Bolos;7.8 km;Fechado;R$ 22,99
Rainhas do  Petisco;Não;https://www.ifood.com.br/delivery/paulista-pe/rainhas-do--petisco-nossa-senhora-da-conceicao/cf8a801f-2e1d-4f96-a7fd-23136f8e54dd;paulista-pe;Novidade;Carnes;7.8 km;Fechado;R$ 22,99
King Esfiha;Não;https://www.ifood.com.br/delivery/paulista-pe/king-esfiha-artur-lundgren-i/e8f844ce-8048-4ac4-a0e7-f3298b3bfbc7;paulista-pe;-;Árabe;7.8 km;Fechado;R$ 10,99
Delicias da Maria;Não;https://www.ifood.com.br/delivery/paulista-pe/delicias-da-maria-nossa-senhora-do-o/0cc07072-103a-4422-b10a-da13e7976b45;paulista-pe;Novidade;Doces & Bolos;7.8 km;Fechado;R$ 22,99
Kisabor Sacolé Gourmet / Confeitaria;Sim;https://www.ifood.com.br/delivery/paulista-pe/kisabor-sacole-gourmet---confeitaria-paratibe/6d5a0a9c-1bd1-4250-8eab-a95a08d284c6;paulista-pe;5.0;Sorvetes;7.9 km;Fechado;R$ 22,99
A Rainha da Coxinha;Não;https://www.ifood.com.br/delivery/paulista-pe/a-rainha-da-coxinha-nossa-senhora-da-conceicao/8bb2ca1a-163a-4465-a440-c5ede0edcec8;paulista-pe;Novidade;Brasileira;7.9 km;Fechado;R$ 22,99
Bomba Delivery  ;Não;https://www.ifood.com.br/delivery/paulista-pe/bomba-delivery-nossa-senhora-da-conceicao/8ecfedd8-9c12-498a-8b72-0fddb513bf1a;paulista-pe;Novidade;Lanches;7.9 km;Fechado;R$ 18,98
Mercearia e Depósito de Bebidas Empório;Não;https://www.ifood.com.br/delivery/paulista-pe/mercearia-e-deposito-de-bebidas-emporio-artur-lundgren-ii/bb9c68a9-d061-405b-a63e-ad044ebe7f75;paulista-pe;Novidade;Brasileira;8.0 km;Fechado;R$ 22,99
Sweet Dreams;Não;https://www.ifood.com.br/delivery/paulista-pe/sweet-dreams-artur-lundgren-i/7c1bad2a-aeaf-474f-9479-cd0a0302fff0;paulista-pe;Novidade;Lanches;8.0 km;Fechado;R$ 22,99
Ze da Coxinha;Não;https://www.ifood.com.br/delivery/paulista-pe/ze-da-coxinha-nossa-senhora-da-conceicao/62dd8d42-6d34-4f0d-9b76-ea38c80dfd02;paulista-pe;3.9;Salgados;8.0 km;Fechado;R$ 22,99
Universo dos Bolos;Não;https://www.ifood.com.br/delivery/paulista-pe/universo-dos-bolos-nossa-senhora-da-conceicao/b58123fd-6ff4-43e9-9049-3ee540f26954;paulista-pe;-;Lanches;8.0 km;Fechado;R$ 22,99
Ana Maria Doces e Salgados;Não;https://www.ifood.com.br/delivery/paulista-pe/ana-maria-doces-e-salgados-paratibe/7a116a3f-aaf4-4f2a-b301-e50aabfe16d0;paulista-pe;Novidade;Salgados;8.0 km;Fechado;R$ 22,99
Pastel Tend Tudo;Não;https://www.ifood.com.br/delivery/paulista-pe/pastel-tend-tudo-nossa-senhora-da-conceicao/09fe77be-4b9c-4dde-b1b0-bbe8889b35ed;paulista-pe;4.2;Pastel;8.1 km;Fechado;R$ 22,99
Milli Aguiar Sonho em Arte;Não;https://www.ifood.com.br/delivery/paulista-pe/milli-aguiar-sonho-em-arte-nossa-senhora-da-conceicao/93c2c37a-7380-4372-8dbf-7cc8c494a09b;paulista-pe;Novidade;Lanches;8.1 km;Fechado;R$ 22,99
Pudim Divino;Não;https://www.ifood.com.br/delivery/paulista-pe/pudim-divino-nossa-senhora-da-conceicao/6ad325b4-6e03-4734-a851-6a2cbfeb560a;paulista-pe;4.8;Doces & Bolos;8.1 km;Fechado;R$ 22,99
Prensadão da Hora;Não;https://www.ifood.com.br/delivery/paulista-pe/prensadao-da-hora-paratibe/f1fde739-5dff-4901-91b8-5b62f74f2e12;paulista-pe;4.6;Lanches;8.1 km;Fechado;R$ 22,99
Tempero da Sheila;Não;https://www.ifood.com.br/delivery/paulista-pe/tempero-da-sheila-nossa-senhora-do-o/6bff2fa2-aa8b-4c3b-812b-52746b1eafe0;paulista-pe;Novidade;Brasileira;8.2 km;Fechado;R$ 22,99
Delicias da Ane;Não;https://www.ifood.com.br/delivery/paulista-pe/delicias-da-ane-artur-lundgren-i/6c826b5b-c6c5-4d3e-a473-0e6972233a61;paulista-pe;-;Pizza;8.2 km;Fechado;R$ 22,99
China X;Não;https://www.ifood.com.br/delivery/paulista-pe/china-x-paratibe/86138531-73c4-4d89-abe5-bf1f3fe27ea7;paulista-pe;4.8;Chinesa;8.2 km;Fechado;R$ 22,99
Amandita Gourmet;Não;https://www.ifood.com.br/delivery/paulista-pe/amandita-gourmet-paratibe/a8521a66-68f5-4c73-bf69-4ab12c0e968b;paulista-pe;-;Sorvetes;8.2 km;Fechado;R$ 22,99
Tapiocaria Sabor Divino;Não;https://www.ifood.com.br/delivery/paulista-pe/tapiocaria-sabor-divino-paratibe/cad7449c-c908-4bdf-a57f-4b0b00d7c07f;paulista-pe;Novidade;Saudável;8.2 km;Fechado;R$ 22,99
Doces da Lua;Não;https://www.ifood.com.br/delivery/paulista-pe/doces-da-lua-paratibe/1b1a785c-b7f1-41a1-95b8-201666806172;paulista-pe;Novidade;Doces & Bolos;8.2 km;Fechado;R$ 22,99
Comedoria Paratibe;Não;https://www.ifood.com.br/delivery/paulista-pe/comedoria-paratibe-paratibe/db6d871d-3742-4eee-b526-0033e24d71d1;paulista-pe;Novidade;Lanches;8.2 km;Fechado;R$ 22,99
Hamburgueria das Praias;Não;https://www.ifood.com.br/delivery/paulista-pe/hamburgueria-das-praias-nossa-senhora-da-conceicao/e4e79452-1d64-4bf6-828a-64ed194fc7a7;paulista-pe;-;Hambúrguer;8.2 km;Fechado;R$ 22,99
Doceria da Vó Zinha;Não;https://www.ifood.com.br/delivery/paulista-pe/doceria-da-vo-zinha-pau-amarelo/00fff7b7-d2c6-42b3-bbb4-79a23decac03;paulista-pe;-;Doces & Bolos;8.3 km;Fechado;R$ 22,99
Cake Deli Rapha Lucena;Não;https://www.ifood.com.br/delivery/paulista-pe/cake-deli-rapha-lucena-nossa-senhora-da-conceicao/f9f1acd6-605c-4c8b-902c-2e2d58b52ff6;paulista-pe;Novidade;Doces & Bolos;8.3 km;Fechado;R$ 22,99
Conveniência Maria Farinha;Não;https://www.ifood.com.br/delivery/paulista-pe/conveniencia-maria-farinha-nossa-senhora-do-o/508f8237-bcdd-44be-8c2a-717fd2575a49;paulista-pe;Novidade;Brasileira;8.3 km;Fechado;R$ 22,99
Delícyas da Flávia;Não;https://www.ifood.com.br/delivery/paulista-pe/delicyas-da-flavia-artur-lundgren-i/b7ef72f6-572a-45c2-acaf-3e07dc61e8c1;paulista-pe;-;Lanches;8.3 km;Fechado;R$ 22,99
Pida Almoço Delivery;Não;https://www.ifood.com.br/delivery/paulista-pe/pida-almoco-delivery-jaguarana/a6b0c074-7918-431c-9b13-90983a0056e7;paulista-pe;Novidade;Marmita;8.3 km;Fechado;R$ 22,99
Energia 1000 Burguer / Açai;Não;https://www.ifood.com.br/delivery/paulista-pe/energia-1000-burguer---acai-paratibe/4f2422a0-c4a1-4e30-9ef2-dd4cb20a0c71;paulista-pe;4.0;Lanches;8.3 km;Fechado;Grátis
Barão Burguer;Não;https://www.ifood.com.br/delivery/paulista-pe/barao-burguer-artur-lundgren-i/8ab4960c-b42f-472a-812f-95eb14693a9c;paulista-pe;4.9;Lanches;8.3 km;Fechado;R$ 22,99
